timewindow,port,external_ips,new_external_ips,num_conns,internal_ips,min_duration,max_duration,mean_duration,variance_duration,min_orig_bytes,max_orig_bytes,mean_orig_bytes,variance_orig_bytes,min_resp_bytes,max_resp_bytes,mean_resp_bytes,variance_resp_bytes,min_orig_pkts,max_orig_pkts,mean_orig_pkts,variance_orig_pkts,min_resp_pkts,max_resp_pkts,mean_resp_pkts,variance_resp_pkts,S0_count,S1_count,SF_count,REJ_count,S2_count,S3_count,RSTO_count,RSTR_count,RSTOS0_count,RSTRH_count,SH_count,SHR_count,OTH_count,failed_conn_count,zero_resp_bytes_count,label
10,22,1,0,1,1,0.595114,0.595114,0.595114,0.0,736.0,736.0,736.0,0.0,1613.0,1613.0,1613.0,0.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10,80,55,4,135,29,7.9e-05,220.829085,8.606816671999999,756.3358433848775,0.0,14751.0,465.272,1776065.926016,0.0,13013546.0,135720.904,1344791084244.8074,0.0,4981.0,53.11851851851852,182935.9415089162,0.0,8829.0,90.43703703703704,573980.8830727026,7,0,109,1,1,2,8,1,1,0,1,0,4,26,15,False
10,443,12,2,15,11,0.595593,206.010685,28.774517642857145,3219.5006022667594,0.0,2515.0,958.5,379688.8214285715,0.0,40715.0,11098.57142857143,131003195.38775511,1.0,37.0,14.0,76.13333333333334,0.0,32.0,12.733333333333333,61.128888888888895,1,0,10,0,0,1,3,0,0,0,0,0,0,5,1,False
11,22,1,0,1,1,0.939789,0.939789,0.939789,0.0,1264.0,1264.0,1264.0,0.0,2256.0,2256.0,2256.0,0.0,8.0,8.0,8.0,0.0,7.0,7.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,False
11,80,56,8,141,37,1.4e-05,335.38694,17.117289661417324,2875.2910258651864,0.0,5036.0,411.6062992125984,365268.1599603199,0.0,2705983.0,41040.811023622045,57130913761.52334,0.0,1071.0,18.47517730496454,8010.447965394095,0.0,1904.0,29.9645390070922,25470.970373723652,5,1,114,0,2,0,6,0,0,0,0,2,11,26,13,False
11,443,7,2,9,5,0.000136,213.252781,32.060718666666666,4192.1478690753975,0.0,2110.0,792.8888888888889,558259.4320987654,0.0,66261.0,12739.111111111111,434060326.98765427,1.0,57.0,17.0,252.44444444444446,1.0,50.0,15.444444444444445,185.1358024691358,0,1,6,0,0,0,1,0,0,0,0,0,1,2,1,False
12,80,48,5,115,30,0.000899,339.652329,14.525851212962962,2151.3581014475735,0.0,42975.0,760.5277777777778,16935229.656635802,0.0,1316823.0,42897.75,19707161369.96528,0.0,498.0,18.965217391304346,2475.7379206049145,0.0,942.0,32.791304347826085,9571.312967863896,3,0,84,0,2,0,15,2,1,0,0,3,5,31,11,False
12,443,10,0,12,8,0.555456,406.655023,61.134129333333334,15007.385691695667,553.0,5906.0,1575.0833333333333,2020042.4097222225,2851.0,66101.0,12016.666666666666,282736626.0555555,9.0,57.0,18.25,169.02083333333331,8.0,50.0,16.416666666666668,125.40972222222221,0,0,10,0,0,0,2,0,0,0,0,0,0,2,0,False
13,22,1,1,1,1,1.121625,1.121625,1.121625,0.0,1264.0,1264.0,1264.0,0.0,2256.0,2256.0,2256.0,0.0,8.0,8.0,8.0,0.0,7.0,7.0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,False
13,80,43,2,129,26,1.3e-05,77.603642,4.0287327288135595,127.36768984294393,0.0,2879.0,349.60169491525426,200215.81592933068,0.0,4800006.0,89015.90677966102,247308169520.96585,0.0,2587.0,41.58139534883721,61186.87903371191,0.0,3998.0,65.56589147286822,146750.648759089,10,1,102,0,0,0,8,1,0,0,1,0,6,26,15,False
13,443,15,0,28,12,1.5e-05,503.928972,73.08635539285714,16094.817844223391,0.0,21166.0,1550.1785714285713,14631252.5752551,1.0,40596.0,8619.892857142857,102444847.09566325,1.0,52.0,15.714285714285714,80.77551020408164,1.0,54.0,14.892857142857142,103.80994897959184,0,0,20,0,0,0,7,0,0,0,0,0,1,8,0,False
14,22,3,0,3,3,1.4e-05,27.931137,10.732252,150.93336705149264,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.2222222222222222,0.0,3.0,1.0,2.0,2.0,5.0,3.0,2.0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,2,False
14,80,52,3,120,36,0.000366,244.15939,14.385972357798165,1920.9117666298225,0.0,4421.0,410.0275229357798,409413.127682855,0.0,557467.0,25713.16513761468,3407143199.532362,0.0,215.0,12.708333333333334,450.9232638888888,0.0,399.0,20.308333333333334,1597.9299305555558,5,2,93,0,0,0,9,0,0,0,0,1,10,25,15,False
14,443,10,2,14,8,0.218154,41.659129,8.31269623076923,155.59740138808277,0.0,3225.0,1005.9230769230769,926867.1479289943,0.0,116745.0,24102.69230769231,1162551771.1360946,1.0,97.0,21.285714285714285,695.6326530612245,0.0,86.0,20.928571428571427,558.9234693877552,1,1,10,0,0,0,2,0,0,0,0,0,0,3,1,False
15,22,1,0,5,1,0.155688,0.262834,0.2084506,0.0012186576486400004,2488.0,2488.0,2488.0,0.0,2187.0,2187.0,2187.0,0.0,11.0,11.0,11.0,0.0,12.0,14.0,12.4,0.6399999999999999,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,False
15,80,51,8,119,29,1.4e-05,250.008877,12.236558571428573,1554.010610635422,0.0,5253.0,485.74107142857144,699098.5133131379,0.0,836200.0,28522.035714285714,6671891740.427297,0.0,344.0,14.512605042016807,1023.1405974154364,0.0,600.0,22.88235294117647,3230.5239742956014,4,1,97,0,0,0,9,0,0,0,0,0,8,21,12,False
15,443,10,1,11,9,0.589991,256.44322,31.528910454545453,5152.049176510572,151.0,4401.0,1222.0,1454471.2727272727,124.0,91407.0,15361.09090909091,623919055.355372,9.0,77.0,19.636363636363637,341.8677685950413,7.0,68.0,18.272727272727273,272.01652892561987,0,0,9,0,0,0,2,0,0,0,0,0,0,2,0,False
16,22,1,0,2,1,0.32342,0.381128,0.352274,0.0008325533159999995,2231.0,2231.0,2231.0,0.0,2248.0,2248.0,2248.0,0.0,12.0,14.0,13.0,1.0,11.0,11.0,11.0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,False
16,80,46,2,126,31,7.5e-05,64.109886,3.951548408695652,86.01134062716724,0.0,992.0,258.5826086956522,53319.425784499035,0.0,1639635.0,36877.40869565217,25652140661.19818,0.0,741.0,17.515873015873016,4780.1862559838755,0.0,1407.0,29.3015873015873,16739.004283194758,8,0,96,1,0,0,12,0,1,0,0,0,8,30,21,False
16,443,10,0,15,10,8e-05,35.217478,6.5309517999999995,93.55341699260349,0.0,2916.0,1081.5333333333333,443522.5155555555,1.0,104484.0,17018.666666666668,702914856.3555555,1.0,87.0,19.0,420.8,1.0,77.0,17.666666666666668,321.9555555555555,0,0,13,0,0,0,1,0,0,0,0,0,1,2,0,False
17,80,46,3,122,27,1.4e-05,218.834911,7.936616629629629,662.9608965848452,0.0,2687.0,332.94444444444446,151237.9413580247,0.0,873766.0,33736.86111111111,11058170406.730715,0.0,468.0,15.549180327868852,1999.8541386724,0.0,690.0,25.40983606557377,5616.930395055093,11,1,96,0,0,0,4,2,0,0,0,2,6,25,11,False
17,443,13,3,18,8,0.201577,38.160804,11.651762666666665,137.64894509311668,0.0,1973.0,972.9444444444445,272103.2746913581,0.0,66293.0,10970.277777777777,231201135.97839507,5.0,57.0,13.944444444444445,129.49691358024694,3.0,50.0,14.11111111111111,95.87654320987652,0,0,14,0,0,0,4,0,0,0,0,0,0,4,1,False
18,80,43,6,128,29,0.002974,223.753618,10.505292711864406,1100.485157149052,0.0,3551.0,508.9406779661017,535658.2591927607,0.0,3079135.0,57141.78813559322,83877346029.11612,0.0,1053.0,23.5,9215.453125,0.0,2115.0,40.7578125,36629.71478271484,6,0,107,0,0,2,8,0,0,0,0,0,5,21,9,False
18,443,16,2,24,12,0.00014,314.557354,37.39857241666667,8004.882383174036,0.0,4841.0,1162.1666666666667,1655988.8055555555,0.0,40731.0,10216.125,179055031.27604166,1.0,37.0,15.083333333333334,101.74305555555554,1.0,41.0,14.916666666666666,101.24305555555557,0,0,20,1,0,0,2,0,0,0,0,0,1,4,1,False
19,80,50,2,164,28,0.000315,319.924211,10.533118544871794,1840.2232572263567,0.0,4929.0,464.71794871794873,332812.7153188691,0.0,371176.0,24147.403846153848,2084426562.7792158,0.0,169.0,12.737804878048781,315.04710737656177,0.0,275.0,20.51219512195122,1076.7498512790005,3,0,148,0,0,0,5,0,0,0,0,2,6,16,10,False
19,443,9,1,12,9,0.245257,250.030794,28.690709166666664,4547.086949684072,118.0,2671.0,926.9166666666666,414576.9097222222,142.0,86863.0,19917.583333333332,577936896.0763888,7.0,74.0,21.166666666666668,311.80555555555554,5.0,66.0,20.916666666666668,267.5763888888889,0,0,10,0,0,0,2,0,0,0,0,0,0,2,0,False
20,80,46,2,156,30,1.5e-05,75.43649,3.258057950354609,88.08424200957758,0.0,6725.0,475.5531914893617,527511.8783763396,0.0,278734.0,19565.23404255319,1109453805.909763,0.0,116.0,11.179487179487179,168.80111768573306,0.0,202.0,16.525641025641026,558.9160092044707,9,0,125,0,0,0,10,1,0,0,0,0,11,31,14,False
20,443,7,0,10,7,0.000327,115.243461,17.1469912,1091.9410760573724,0.0,2481.0,1061.4,426096.64,0.0,305072.0,42519.6,7782819956.04,1.0,153.0,29.3,1774.21,1.0,216.0,34.7,3716.21,0,0,8,1,0,0,1,0,0,0,0,0,0,2,1,False
21,22,2,1,2,2,0.327457,0.327457,0.327457,0.0,664.0,664.0,664.0,0.0,1608.0,1608.0,1608.0,0.0,0.0,9.0,4.5,20.25,0.0,13.0,6.5,42.25,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,False
21,80,51,9,125,36,0.002751,208.148268,8.8571116875,701.8571542240858,0.0,3547.0,380.5892857142857,298357.49202806124,0.0,1157316.0,42351.125,19217498146.341522,0.0,393.0,17.208,1800.9007360000003,0.0,805.0,30.264,8416.162304,7,0,94,0,0,0,13,0,0,0,0,2,9,31,12,False
21,443,9,1,15,9,0.000121,23.581704,8.852669733333334,75.28810496297272,0.0,6032.0,1379.6,1954627.84,1.0,53392.0,11928.8,168683495.36,1.0,47.0,16.333333333333332,108.0888888888889,1.0,41.0,15.266666666666667,99.26222222222222,0,0,9,0,0,0,2,3,0,0,0,0,1,6,0,False
22,22,1,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,False
22,80,52,4,125,31,1.1e-05,240.265308,11.329938932773109,1276.5119229718496,0.0,3300.0,382.03361344537814,251928.65433232117,0.0,1457324.0,35387.1512605042,18842967203.758633,0.0,533.0,17.12,2428.729599999999,0.0,1069.0,28.136,9604.661504000002,4,0,96,0,0,0,15,1,0,0,2,2,5,29,14,False
22,443,9,0,13,7,0.603307,262.130756,29.064732692307697,4573.825482617706,554.0,4046.0,1234.0,810909.3846153847,2851.0,40699.0,13197.692307692309,112180712.98224851,10.0,37.0,17.307692307692307,54.828402366863905,9.0,32.0,15.923076923076923,39.91715976331361,0,0,12,0,0,0,1,0,0,0,0,0,0,1,0,False
23,22,2,0,3,3,0.310915,0.310915,0.310915,0.0,2231.0,2231.0,2231.0,0.0,2248.0,2248.0,2248.0,0.0,0.0,12.0,4.0,32.0,0.0,11.0,3.6666666666666665,26.88888888888889,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,False
23,80,44,2,117,28,8e-06,240.242516,8.37907787962963,1105.3032479630556,0.0,7044.0,356.64814814814815,542501.505829904,0.0,1332016.0,51295.02777777778,33558265982.65663,0.0,368.0,19.965811965811966,2669.5885747680622,0.0,927.0,37.23931623931624,15253.24187303674,8,0,92,0,0,0,6,3,0,0,1,0,7,25,15,False
23,443,15,2,33,12,0.191005,273.361421,60.03274021212121,10013.553203629857,0.0,19056.0,1207.6060606060605,10161309.45087236,0.0,40699.0,6268.636363636364,116769183.56473832,1.0,41.0,13.121212121212121,73.86409550045914,0.0,44.0,12.393939393939394,90.2993572084481,2,0,22,0,0,0,7,1,0,1,0,0,0,11,2,False
24,22,2,0,4,4,1.5e-05,1.5e-05,1.5e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.75,0,0,0,0,0,0,0,0,0,1,0,0,3,4,1,False
24,80,57,6,196,31,1.5e-05,285.590739,19.247623827027027,2952.313693525755,0.0,4929.0,481.8918918918919,350776.0531775018,0.0,1650446.0,36829.69189189189,26258329020.321285,0.0,767.0,18.887755102040817,4785.640462307367,0.0,1430.0,30.178571428571427,16460.228316326527,4,3,147,0,0,7,22,0,1,0,2,0,10,46,20,False
24,443,15,3,18,11,0.216262,242.815089,20.406980055555557,3003.2799497539827,120.0,2916.0,910.7222222222222,531471.9783950617,0.0,104068.0,15999.055555555555,651952350.941358,3.0,87.0,18.444444444444443,369.9135802469136,2.0,77.0,17.666666666666668,312.33333333333326,0,0,14,0,0,0,2,2,0,0,0,0,0,4,2,False
25,22,2,1,8,8,1.324072,1.324072,1.324072,0.0,1162.0,1162.0,1162.0,0.0,2100.0,2100.0,2100.0,0.0,0.0,10.0,1.25,10.9375,0.0,16.0,2.0,28.0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,False
25,80,39,3,113,25,4e-06,206.945639,7.250392842592594,554.6913031428244,0.0,11985.0,411.85185185185185,1347963.9410150894,0.0,2784316.0,49187.333333333336,71787930989.00002,0.0,1527.0,26.646017699115045,20452.97204166341,0.0,2058.0,37.84070796460177,37375.479050826216,2,0,81,1,0,2,19,0,1,0,0,0,7,32,14,False
25,443,13,4,18,10,0.566298,115.430817,14.620521933333334,778.9450338532689,0.0,2483.0,834.6,471888.7733333334,0.0,66069.0,10577.0,269507640.26666665,1.0,57.0,11.333333333333334,156.8888888888889,0.0,50.0,10.11111111111111,138.32098765432102,2,0,9,0,0,0,3,2,0,0,2,0,0,9,4,False
26,22,2,0,2,2,0.652431,0.652431,0.652431,0.0,1162.0,1162.0,1162.0,0.0,2100.0,2100.0,2100.0,0.0,0.0,10.0,5.0,25.0,0.0,14.0,7.0,49.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,False
26,80,50,1,943,817,4e-06,85.955534,2.632786152597403,123.57777109155865,0.0,2332.0,135.76298701298703,97957.94707159726,0.0,278734.0,8975.746753246753,869768445.2605406,0.0,116.0,1.7868504772004241,46.29709114095153,0.0,204.0,3.4485683987274656,163.4435371869967,5,0,93,0,0,0,208,1,3,0,0,1,632,850,203,False
26,443,9,1,10,6,1.4e-05,235.928665,30.336371333333336,5302.716876570006,0.0,2110.0,810.0,351563.1111111111,1.0,40747.0,10625.111111111111,145739153.20987654,1.0,37.0,13.9,92.69,0.0,32.0,12.7,73.41,0,0,7,0,0,0,1,0,0,0,1,0,1,3,0,False
27,22,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,False
27,80,46,1,124,27,0.001188,287.306554,8.097444469026549,1148.9645132641538,0.0,3237.0,328.1592920353982,135358.0454225076,0.0,4123690.0,65034.991150442474,151157189473.72556,0.0,1993.0,29.04032258064516,31889.61934183141,0.0,3828.0,52.983870967741936,117792.74167533805,3,0,95,0,0,0,13,1,0,0,0,1,11,29,10,False
27,443,13,1,17,7,0.193921,30.630296,9.600350562500001,97.07638585934376,0.0,1723.0,726.3125,204765.96484374997,0.0,16223.0,7748.5625,33734774.37109375,1.0,17.0,11.823529411764707,18.968858131487885,0.0,19.0,10.941176470588236,19.46712802768166,0,0,13,0,0,0,3,0,0,0,1,0,0,4,1,False
28,22,2,0,3,3,0.587889,0.587889,0.587889,0.0,2192.0,2192.0,2192.0,0.0,2160.0,2160.0,2160.0,0.0,0.0,11.0,3.6666666666666665,26.88888888888889,0.0,11.0,3.6666666666666665,26.88888888888889,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,False
28,80,40,1,109,21,0.00063,5419.02967,57.349223792452825,274196.20626846125,0.0,129166.0,1580.9622641509434,155209024.90423638,0.0,2470172.0,60010.53773584906,69905595276.85234,0.0,874.0,26.68807339449541,9282.434811884521,0.0,1757.0,47.22935779816514,34819.13088123896,1,0,95,1,0,0,9,1,0,0,0,0,2,14,7,False
28,443,15,2,29,10,1.5e-05,315.980207,33.865472137931036,6165.370559361707,0.0,4837.0,1091.5172413793102,1289252.1117717002,0.0,103908.0,12603.068965517241,439715131.0297265,1.0,87.0,15.862068965517242,237.77407847800237,1.0,77.0,15.689655172413794,224.1450653983353,0,0,25,3,0,0,1,0,0,0,0,0,0,4,3,False
29,22,1,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,False
29,80,55,2,130,33,1.9e-05,572.37315,18.42514275,4413.765075181766,0.0,8438.0,479.05172413793105,931639.3249108205,0.0,1438834.0,33629.612068965514,18059606927.66847,0.0,862.0,23.23846153846154,8866.858520710059,0.0,1060.0,31.93846153846154,14308.565443786985,5,0,101,0,0,1,9,0,0,2,0,0,12,29,12,False
29,443,10,1,16,7,0.240738,240.308217,36.775793750000005,5953.4046276591325,139.0,5483.0,1281.625,1352740.1093750002,139.0,53232.0,20410.25,232963886.06249997,7.0,47.0,21.6875,108.58984374999999,5.0,42.0,22.5,132.75,0,0,15,0,0,0,1,0,0,0,0,0,0,1,0,False
30,22,2,0,2,2,0.312767,0.312767,0.312767,0.0,2231.0,2231.0,2231.0,0.0,2248.0,2248.0,2248.0,0.0,0.0,12.0,6.0,36.0,0.0,11.0,5.5,30.25,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,False
30,80,51,3,145,27,1.4e-05,75.452636,4.082433492647059,94.52404122210893,0.0,25999.0,744.7941176470588,6512617.031141869,0.0,544966.0,31564.022058823528,4521273354.359806,0.0,200.0,15.820689655172414,658.6988822829964,0.0,381.0,24.99310344827586,2150.199952437575,1,0,94,0,0,0,40,1,0,0,0,0,9,51,15,False
30,443,11,1,17,9,0.657936,331.482984,45.74053466666667,9609.585691395067,0.0,4337.0,1076.8666666666666,1066187.0488888887,0.0,66069.0,16074.733333333334,366668302.32888895,1.0,57.0,17.176470588235293,215.32179930795849,0.0,50.0,16.352941176470587,177.99307958477507,3,0,13,0,0,0,1,0,0,0,0,0,0,4,2,False
31,22,2,0,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.18749999999999997,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,6,8,0,False
31,80,54,6,136,26,0.002674,341.997101,14.248288416000001,2152.3478472154493,0.0,5002.0,495.744,607326.078464,0.0,200179.0,19222.048,888768781.0856961,0.0,111.0,11.625,142.70496323529414,0.0,147.0,16.801470588235293,438.2767625432527,10,0,114,0,0,0,3,1,0,0,0,2,6,22,16,False
31,443,9,1,11,8,6.9e-05,20.619172,5.3818356000000005,40.204063238000046,0.0,1419.0,700.0,204513.2,0.0,40731.0,10586.6,146807365.44,1.0,37.0,12.090909090909092,94.80991735537191,0.0,32.0,11.272727272727273,84.01652892561982,2,0,7,0,0,0,1,0,0,0,0,0,1,4,1,False
32,22,1,0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,False
32,80,49,4,130,29,0.000151,277.176413,9.12309702542373,1223.1039601658608,0.0,4879.0,400.8135593220339,403101.9821890262,0.0,3171223.0,44875.40677966102,84246984227.35995,0.0,864.0,16.5,5630.388461538461,0.0,2265.0,32.60769230769231,38989.31532544378,14,0,99,1,0,0,11,1,0,0,0,1,3,31,15,False
